WATER_TYPE_NAME,Mgmt_Unit,ASSESSMENT_UNIT_ID,ASSESSMENT_UNIT_NAME,LAST_ASSESSED_CYCLE,DWQ_Category,EPA_IR_CATEGORY_ID,PARAMETER_CODE_NAME,PARAMETER_ATTAINMENT,Parameter_Status,Uses,FIRST_LISTED_CYCLE,CWA303D_PRIORITY_RANKING,WATER_SIZE,UNITS
RIVER,Western Colorado River,UT14070005-013_07,Escalante Tributaries-7,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,0,Miles
RIVER,Western Colorado River,UT14070005-013_08,Escalante Tributaries-8,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,0,Miles
RIVER,Western Colorado River,UT14070005-014_00,Alvey Wash Upper,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,0,Miles
RIVER,Western Colorado River,UT14070005-015_00,Alvey Wash Lower,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,9.854,Miles
RIVER,Western Colorado River,UT14070005-016_00,Wolverine Creek,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,9.00E-04,Miles
RIVER,Western Colorado River,UT14070005-017_00,Coyote Gulch,2022,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,13.2928,Miles
RIVER,Western Colorado River,UT14070005-018_00,Boulder Creek,2022,Insufficient Data,3,NA,NA,NA,NA,NA,NA,58.5764,Miles
RIVER,Western Colorado River,UT14070005-019_00,Lower Escalante River Tributaries,2012,Insufficient Data,3,NA,NA,NA,NA,NA,NA,0,Miles
RIVER,Western Colorado River,UT14070006-001_00,Wahweap Creek,2022,Not Supporting,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2014,Low,0.1127,Miles
RIVER,Western Colorado River,UT14070006-001_00,Wahweap Creek,2022,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2014,Low,0.1127,Miles
RIVER,Western Colorado River,UT14070006-002_00,Warm Creek,2012,Insufficient Data,3,NA,NA,NA,NA,NA,NA,0,Miles
RIVER,Western Colorado River,UT14070006-003_00,Lake Powell Tribs-1,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,0,Miles
RIVER,Western Colorado River,UT14070006-004_00,Last Chance Creek,2022,Not Supporting,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2008,Low,16.0783,Miles
RIVER,Western Colorado River,UT14070006-004_00,Last Chance Creek,2022,Not Supporting,5,DISSOLVED OXYGEN,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2022,Low,16.0783,Miles
RIVER,Western Colorado River,UT14070006-004_00,Last Chance Creek,2022,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2014,Low,16.0783,Miles
RIVER,Western Colorado River,UT14070006-005_00,Croton,2012,Insufficient Data,3,NA,NA,NA,NA,NA,NA,2.3143,Miles
RIVER,Western Colorado River,UT14070006-006_01,Lake Powell Tribs-3-1,2012,Insufficient Data,3,NA,NA,NA,NA,NA,NA,0,Miles
RIVER,Western Colorado River,UT14070006-006_02,Lake Powell Tribs-3-2,2012,Insufficient Data,3,NA,NA,NA,NA,NA,NA,0,Miles
RIVER,Southeast Colorado River,UT14070006-007_01,Lake Powell Tributaries-4-1,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,1.3519,Miles
RIVER,Southeast Colorado River,UT14070006-007_02,Lake Powell Tributaries-4-2,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,0,Miles
RIVER,Southeast Colorado River,UT14070006-007_03,Lake Powell Tributaries-4-3,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,0,Miles
RIVER,Southeast Colorado River,UT14070006-007_04,Lake Powell Tributaries-4-4,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,0,Miles
RIVER,Western Colorado River,UT14070006-008_00,Lake Powell Tribs-2,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,0,Miles
RIVER,Western Colorado River,UT14070007-001_00,Paria River-1,2022,Not Supporting,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Non-game Fish and Other),2020,Low,28.865,Miles
RIVER,Western Colorado River,UT14070007-001_00,Paria River-1,2022,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2000,Low,28.865,Miles
RIVER,Western Colorado River,UT14070007-001_00,Paria River-1,2022,Not Supporting,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Non-game Fish and Other),2008,Low,28.865,Miles
RIVER,Western Colorado River,UT14070007-002_00,Paria River-2,2022,Not Supporting,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Non-game Fish and Other),2014,Low,34.6487,Miles
RIVER,Western Colorado River,UT14070007-002_00,Paria River-2,2022,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2014,Low,34.6487,Miles
RIVER,Western Colorado River,UT14070007-003_00,Buckskin Gulch,2022,Fully Supporting,1,NA,NA,NA,NA,NA,NA,2.5339,Miles
RIVER,Western Colorado River,UT14070007-004_00,Cottonwood Creek,2022,Not Supporting,5,DISSOLVED OXYGEN,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Non-game Fish and Other),2014,Low,6.3728,Miles
RIVER,Western Colorado River,UT14070007-005_00,Paria River-3,2022,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2014,Low,11.0465,Miles
RIVER,Western Colorado River,UT14070007-005_00,Paria River-3,2022,Not Supporting,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Non-game Fish and Other),2008,Low,11.0465,Miles
RIVER,Southeast Colorado River,UT14080201-001_00,Butler Wash,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,3.7959,Miles
RIVER,Southeast Colorado River,UT14080201-002_00,Cottonwood Wash-1,2022,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,0,Miles
RIVER,Southeast Colorado River,UT14080201-003_00,Recapture Creek-2,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,3.6674,Miles
RIVER,Southeast Colorado River,UT14080201-004_00,Johnson Creek,2022,Not Supporting,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2010,Low,4.1683,Miles
RIVER,Southeast Colorado River,UT14080201-004_00,Johnson Creek,2022,Not Supporting,5,DISSOLVED OXYGEN,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2014,Low,4.1683,Miles
RIVER,Southeast Colorado River,UT14080201-005_00,Recapture Creek-1,2022,Not Supporting,5,DISSOLVED OXYGEN,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2020,Low,1.5745,Miles
RIVER,Southeast Colorado River,UT14080201-006_00,Cottonwood Wash-2,2022,Not Supporting but has Approved TMDL for some parameters,5,RADIUM,Not meeting criteria,TMDL Needed,Domestic Source,1998,Low,5.695,Miles
RIVER,Southeast Colorado River,UT14080201-006_00,Cottonwood Wash-2,2022,Not Supporting but has Approved TMDL for some parameters,5,ARSENIC,Not meeting criteria,TMDL Needed,Domestic Source,2022,Low,5.695,Miles
RIVER,Southeast Colorado River,UT14080201-006_00,Cottonwood Wash-2,2022,Not Supporting but has Approved TMDL for some parameters,5,ALPHA PARTICLES,Not meeting criteria,TMDL Approved (4013),Domestic Source,1998,Low,5.695,Miles
RIVER,Southeast Colorado River,UT14080201-006_00,Cottonwood Wash-2,2022,Not Supporting but has Approved TMDL for some parameters,5,DISSOLVED OXYGEN,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2012,Low,5.695,Miles
RIVER,Southeast Colorado River,UT14080201-006_00,Cottonwood Wash-2,2022,Not Supporting but has Approved TMDL for some parameters,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2022,Low,5.695,Miles
RIVER,Southeast Colorado River,UT14080201-007_00,Cottonwood Wash-3,2022,Not Supporting but has Approved TMDL for some parameters,5,RADIUM,Not meeting criteria,TMDL Needed,"Agricultural, Domestic Source",2010,Low,8.9346,Miles
RIVER,Southeast Colorado River,UT14080201-007_00,Cottonwood Wash-3,2022,Not Supporting but has Approved TMDL for some parameters,5,ALPHA PARTICLES,Not meeting criteria,TMDL Approved (4013),"Agricultural, Domestic Source",2010,Low,8.9346,Miles
RIVER,Southeast Colorado River,UT14080201-008_00,Westwater Creek,2022,Not Supporting,5,SELENIUM,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2012,Low,5.759,Miles
RIVER,Southeast Colorado River,UT14080201-008_00,Westwater Creek,2022,Not Supporting,5,DISSOLVED OXYGEN,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2012,Low,5.759,Miles
RIVER,Southeast Colorado River,UT14080201-009_00,San Juan River-2,2022,Not Supporting,5,IRON,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2016,Low,28.5492,Miles
RIVER,Southeast Colorado River,UT14080201-009_00,San Juan River-2,2022,Not Supporting,5,LEAD,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2016,Low,28.5492,Miles
RIVER,Southeast Colorado River,UT14080201-009_00,San Juan River-2,2022,Not Supporting,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2020,Low,28.5492,Miles
RIVER,Southeast Colorado River,UT14080201-009_00,San Juan River-2,2022,Not Supporting,5,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Needed,"Domestic Source, Recreation and Aesthetics (Frequent Primary Contact)",2020,Low,28.5492,Miles
RIVER,Southeast Colorado River,UT14080201-009_00,San Juan River-2,2022,Not Supporting,5,THALLIUM,Not meeting criteria,TMDL Needed,Domestic Source,2022,Low,28.5492,Miles
RIVER,Southeast Colorado River,UT14080201-009_00,San Juan River-2,2022,Not Supporting,5,CADMIUM,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2016,Low,28.5492,Miles
RIVER,Southeast Colorado River,UT14080201-010_00,San Juan River-3,2022,Insufficient Data,3,NA,NA,NA,NA,NA,NA,30.1189,Miles
RIVER,Southeast Colorado River,UT14080201-011_00,Comb Wash,2022,Not Supporting,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2020,Low,7.209,Miles
RIVER,Southeast Colorado River,UT14080201-011_00,Comb Wash,2022,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2014,Low,7.209,Miles
RIVER,Southeast Colorado River,UT14080201-011_00,Comb Wash,2022,Not Supporting,5,DISSOLVED OXYGEN,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2014,Low,7.209,Miles
RIVER,Southeast Colorado River,UT14080201-011_00,Comb Wash,2022,Not Supporting,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2014,Low,7.209,Miles
RIVER,Southeast Colorado River,UT14080201-011_00,Comb Wash,2022,Not Supporting,5,SELENIUM,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2014,Low,7.209,Miles
RIVER,Southeast Colorado River,UT14080202-001_00,McElmo Creek,2022,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,18.7555,Miles
RIVER,Southeast Colorado River,UT14080203-001_00,Verdure Creek-1,2022,Not Supporting,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2020,Low,5.3422,Miles
RIVER,Southeast Colorado River,UT14080203-002_00,Verdure Creek-2,2022,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,11.0223,Miles
RIVER,Southeast Colorado River,UT14080203-003_00,Montezuma Creek-2,2022,Not Supporting,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2020,Low,5.5805,Miles
RIVER,Southeast Colorado River,UT14080203-004_00,South Creek,2022,Insufficient Data,3,NA,NA,NA,NA,NA,NA,0,Miles
RIVER,Southeast Colorado River,UT14080203-005_01,Montezuma Creek-1-1,2010,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,0,Miles
RIVER,Southeast Colorado River,UT14080203-005_02,Montezuma Creek-1-2,2010,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,0,Miles
RIVER,Southeast Colorado River,UT14080203-006_00,Spring Creek,2012,Insufficient Data,3,NA,NA,NA,NA,NA,NA,5.901,Miles
RIVER,Southeast Colorado River,UT14080203-007_00,Montezuma Creek-3,2022,Not Supporting,5,SELENIUM,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2014,Low,10.0636,Miles
RIVER,Southeast Colorado River,UT14080203-008_00,North Creek,2022,Insufficient Data,3,NA,NA,NA,NA,NA,NA,4.4905,Miles
RIVER,Southeast Colorado River,UT14080205-001_00,San Juan River-1,2022,Not Supporting,5,IRON,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2022,Low,62.519,Miles
RIVER,Southeast Colorado River,UT14080205-001_00,San Juan River-1,2022,Not Supporting,5,COPPER,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2022,Low,62.519,Miles
RIVER,Southeast Colorado River,UT14080205-001_00,San Juan River-1,2022,Not Supporting,5,LEAD,Not meeting criteria,TMDL Needed,"Aquatic Wildlife (Warm Water), Domestic Source",2022,Low,62.519,Miles
RIVER,Southeast Colorado River,UT14080205-001_00,San Juan River-1,2022,Not Supporting,5,THALLIUM,Not meeting criteria,TMDL Needed,"Aquatic Wildlife (Warm Water), Domestic Source",2022,Low,62.519,Miles
RIVER,Southeast Colorado River,UT14080205-001_00,San Juan River-1,2022,Not Supporting,5,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Needed,"Domestic Source, Recreation and Aesthetics (Frequent Primary Contact)",2020,Low,62.519,Miles
RIVER,Southeast Colorado River,UT14080205-002_00,Grand Gulch,2012,Insufficient Data,3,NA,NA,NA,NA,NA,NA,0,Miles
RIVER,Southeast Colorado River,UT14080205-003_00,San Juan River-1 Triburaries,2012,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2012,Low,8.3583,Miles
RIVER,Lower Colorado River,UT15010003-001_00,Cottonwood Canyon,2020,Not Supporting,5,DISSOLVED OXYGEN,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Non-game Fish and Other),2014,Low,5.9654,Miles
RIVER,Lower Colorado River,UT15010003-001_00,Cottonwood Canyon,2020,Not Supporting,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Non-game Fish and Other),2014,Low,5.9654,Miles
RIVER,Lower Colorado River,UT15010003-002_01,Kanab Creek-1-1,2020,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2008,Low,6.6696,Miles
RIVER,Lower Colorado River,UT15010003-002_02,Kanab Creek-1-2,2022,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2008,Low,11.4265,Miles
RIVER,Lower Colorado River,UT15010003-003_00,Kanab Creek-2,2022,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2014,Low,6.1751,Miles
RIVER,Lower Colorado River,UT15010003-003_00,Kanab Creek-2,2022,Not Supporting,5,BORON,Not meeting criteria,TMDL Needed,Agricultural,2014,Low,6.1751,Miles
RIVER,Lower Colorado River,UT15010003-003_00,Kanab Creek-2,2022,Not Supporting,5,SELENIUM,Not meeting criteria,TMDL Needed,"Agricultural, Aquatic Wildlife (Non-game Fish and Other)",2016,Low,6.1751,Miles
RIVER,Lower Colorado River,UT15010003-004_00,Johnson Wash-1,2022,Not Supporting,5,BORON,Not meeting criteria,TMDL Needed,Agricultural,2014,Low,22.1778,Miles
RIVER,Lower Colorado River,UT15010003-004_00,Johnson Wash-1,2022,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2008,Low,22.1778,Miles
RIVER,Lower Colorado River,UT15010003-005_00,Johnson Wash-2,2022,Not Supporting,5,PH,Not meeting criteria,TMDL Needed,"Agricultural, Aquatic Wildlife (Cold Water), Recreation and Aesthetics (Infrequent Primary Contact)",2022,Low,27.1966,Miles
RIVER,Lower Colorado River,UT15010003-005_00,Johnson Wash-2,2022,Not Supporting,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2016,Low,27.1966,Miles
RIVER,Lower Colorado River,UT15010003-005_00,Johnson Wash-2,2022,Not Supporting,5,ZINC,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2014,Low,27.1966,Miles
RIVER,Lower Colorado River,UT15010003-005_00,Johnson Wash-2,2022,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2014,Low,27.1966,Miles
RIVER,Lower Colorado River,UT15010003-005_00,Johnson Wash-2,2022,Not Supporting,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2014,Low,27.1966,Miles
RIVER,Lower Colorado River,UT15010003-005_00,Johnson Wash-2,2022,Not Supporting,5,DISSOLVED OXYGEN,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2014,Low,27.1966,Miles
RIVER,Lower Colorado River,UT15010003-006_00,Kanab Creek-3,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,1.2394,Miles
RIVER,Lower Colorado River,UT15010008-001_00,Santa Clara-1,2022,Not Supporting but has Approved TMDL for some parameters,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Approved (12104),Agricultural,1998,Low,23.8208,Miles
RIVER,Lower Colorado River,UT15010008-001_00,Santa Clara-1,2022,Not Supporting but has Approved TMDL for some parameters,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2008,Low,23.8208,Miles
RIVER,Lower Colorado River,UT15010008-001_00,Santa Clara-1,2022,Not Supporting but has Approved TMDL for some parameters,5,BORON,Not meeting criteria,TMDL Needed,Agricultural,2008,Low,23.8208,Miles
RIVER,Lower Colorado River,UT15010008-002_00,Santa Clara-2,2022,Not Supporting,5,DISSOLVED OXYGEN,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2014,Low,27.0488,Miles
RIVER,Lower Colorado River,UT15010008-002_00,Santa Clara-2,2022,Not Supporting,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2008,Low,27.0488,Miles
RIVER,Lower Colorado River,UT15010008-003_00,Santa Clara-3,2022,Not Supporting,5,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Threatened,Alternative restoration plan,Aquatic Wildlife (Cold Water),2022,Low,38.123,Miles
RIVER,Lower Colorado River,UT15010008-004_00,Virgin River-2,2022,Not Supporting,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2022,Low,34.5952,Miles
RIVER,Lower Colorado River,UT15010008-004_00,Virgin River-2,2022,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2014,Low,34.5952,Miles
RIVER,Lower Colorado River,UT15010008-004_00,Virgin River-2,2022,Not Supporting,5,BORON,Not meeting criteria,TMDL Needed,Agricultural,2008,Low,34.5952,Miles
RIVER,Lower Colorado River,UT15010008-005_00,Quail Creek,2022,Insufficient Data,3,NA,NA,NA,NA,NA,NA,1.0331,Miles
RIVER,Lower Colorado River,UT15010008-006_00,Leeds Creek,2014,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,10.3541,Miles
RIVER,Lower Colorado River,UT15010008-007_00,Ash Creek-1,2022,Not Supporting,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2016,Low,27.185,Miles
RIVER,Lower Colorado River,UT15010008-008_00,Ash Creek-2,2012,Insufficient Data,3,NA,NA,NA,NA,NA,NA,8.0848,Miles
RIVER,Lower Colorado River,UT15010008-009_00,Ash Creek-3,2022,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,44.5043,Miles
RIVER,Lower Colorado River,UT15010008-010_00,La Verkin Creek,2022,Not Supporting,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2016,Low,48.0063,Miles
RIVER,Lower Colorado River,UT15010008-011_00,Virgin River-3,2022,Fully Supporting,1,NA,NA,NA,NA,NA,NA,4.2655,Miles
RIVER,Lower Colorado River,UT15010008-012_00,Virgin River-4,2010,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,20.4604,Miles
RIVER,Lower Colorado River,UT15010008-013_00,North Fork Virgin River-2,2022,Not Supporting but has Approved TMDL for some parameters,5,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Approved (R8-UT-2018-01),"Domestic Source, Recreation and Aesthetics (Frequent Primary Contact)",2010,High,37.7151,Miles
RIVER,Lower Colorado River,UT15010008-013_00,North Fork Virgin River-2,2022,Not Supporting but has Approved TMDL for some parameters,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2014,Low,37.7151,Miles
RIVER,Lower Colorado River,UT15010008-014_00,North Creek-Virgin,2022,Not Supporting,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Non-game Fish and Other),2016,Low,25.4163,Miles
RIVER,Lower Colorado River,UT15010008-015_00,North Fork Virgin River-1,2022,Not Supporting but has Approved TMDL for some parameters,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2010,Low,47.2362,Miles
RIVER,Lower Colorado River,UT15010008-015_00,North Fork Virgin River-1,2022,Not Supporting but has Approved TMDL for some parameters,5,ESCHERICHIA COLI (E. COLI),Meeting criteria,TMDL Approved (R8-UT-2018-01),"Domestic Source, Recreation and Aesthetics (Frequent Primary Contact)",NA,,47.2362,Miles
RIVER,Lower Colorado River,UT15010008-016_00,Kolob Creek,2022,Insufficient Data,3,NA,NA,NA,NA,NA,NA,15.6481,Miles
RIVER,Lower Colorado River,UT15010008-017_00,Deep Creek,2014,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,66.1076,Miles
RIVER,Lower Colorado River,UT15010008-018_00,East Fork Virgin-1,2022,Fully Supporting,1,NA,NA,NA,NA,NA,NA,38.5233,Miles
RIVER,Lower Colorado River,UT15010008-019_00,East Fork Virgin-2,2016,Fully Supporting,1,NA,NA,NA,NA,NA,NA,25.7728,Miles
RIVER,Lower Colorado River,UT15010008-020_00,East Fork Virgin-3,2014,Insufficient Data,3,NA,NA,NA,NA,NA,NA,35.891,Miles
RIVER,Lower Colorado River,UT15010009-001_00,Fort Pearce Wash,2012,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2012,Low,0,Miles
RIVER,Lower Colorado River,UT15010009-002_00,Short Creek,2014,Insufficient Data,3,NA,NA,NA,NA,NA,NA,5.3471,Miles
RIVER,Lower Colorado River,UT15010010-001_00,Virgin River-1,2022,Not Supporting,5,BORON,Not meeting criteria,TMDL Needed,Agricultural,2008,Low,11.9234,Miles
RIVER,Lower Colorado River,UT15010010-001_00,Virgin River-1,2022,Not Supporting,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2006,Low,11.9234,Miles
RIVER,Lower Colorado River,UT15010010-001_00,Virgin River-1,2022,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2014,Low,11.9234,Miles
RIVER,Lower Colorado River,UT15010010-002_00,Beaver Dam Wash,2020,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,24.4495,Miles
RIVER,Bear River,UT16010101-001_00,Bear River West,2022,Not Supporting,5,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Needed,Recreation and Aesthetics (Infrequent Primary Contact),2020,Low,6.7627,Miles
RIVER,Bear River,UT16010101-001_00,Bear River West,2022,Not Supporting,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2020,Low,6.7627,Miles
RIVER,Bear River,UT16010101-002_00,Six Mile Creek - Bear,2022,Not Supporting,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2020,Low,19.6426,Miles
RIVER,Bear River,UT16010101-002_00,Six Mile Creek - Bear,2022,Not Supporting,5,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Needed,Recreation and Aesthetics (Infrequent Primary Contact),2016,Low,19.6426,Miles
RIVER,Bear River,UT16010101-002_00,Six Mile Creek - Bear,2022,Not Supporting,5,DISSOLVED OXYGEN,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2020,Low,19.6426,Miles
RIVER,Bear River,UT16010101-003_00,Little Creek - Bear,2022,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,8.0022,Miles
RIVER,Bear River,UT16010101-004_00,Sage Creek,2022,Not Supporting,5,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Needed,Recreation and Aesthetics (Infrequent Primary Contact),2014,Low,11.2041,Miles
RIVER,Bear River,UT16010101-004_00,Sage Creek,2022,Not Supporting,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2010,Low,11.2041,Miles
RIVER,Bear River,UT16010101-004_00,Sage Creek,2022,Not Supporting,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2020,Low,11.2041,Miles
RIVER,Bear River,UT16010101-004_00,Sage Creek,2022,Not Supporting,5,DISSOLVED OXYGEN,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2020,Low,11.2041,Miles
RIVER,Bear River,UT16010101-005_00,Otter Creek,2022,Fully Supporting,1,NA,NA,NA,NA,NA,NA,25.9216,Miles
RIVER,Bear River,UT16010101-006_00,Bear River-4,2022,Not Supporting but has Approved TMDL for some parameters,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2014,Low,52.5509,Miles
RIVER,Bear River,UT16010101-006_00,Bear River-4,2022,Not Supporting but has Approved TMDL for some parameters,5,"PHOSPHORUS, TOTAL",Not meeting criteria,TMDL Approved (30887),Aquatic Wildlife (Cold Water),2000,Low,52.5509,Miles
RIVER,Bear River,UT16010101-006_00,Bear River-4,2022,Not Supporting but has Approved TMDL for some parameters,5,DISSOLVED OXYGEN,Not meeting criteria,TMDL Approved (30887),Aquatic Wildlife (Cold Water),2000,Low,52.5509,Miles
RIVER,Bear River,UT16010101-007_00,Big Creek,2022,Not Supporting,5,PH,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2006,Low,31.0079,Miles
